Recency,Frequency,Monetary
18,32,118.98
67,52,567.1800000000001
14,20,306.71999999999997
23,156,1348.88
16,252,4095.9
27,6,1692.27
1,114,8134.9400000000005
54,93,304.24
33,89,1592.1200000000001
2,163,3109.99
365,3,129.75
42,10,183.7
72,44,1770.34
4,30,1028.0
3,277,66653.56
60,62,324.24
46,544,2959.88
0,62,1260.86
75,13,422.59999999999997
71,12,225.57999999999998
255,3,1276.0
68,59,477.86
134,10,657.9000000000001
240,21,112.75
226,5,1998.0
8,308,5076.55
8,144,5398.3
0,270,14034.99
36,123,531.35
45,27,656.63
84,79,3029.87
18,394,2467.99
2,22,1651.03
8,438,3611.31
18,619,6910.78
218,87,1129.06
77,19,301.71999999999997
266,2,901.2
23,198,3843.08
368,44,606.0500000000001
14,196,1770.22
25,25,152.95
261,37,292.47
16,225,4730.81
90,42,576.4
301,145,758.27
25,178,1358.74
363,44,256.32
45,263,1048.28
37,656,7205.33
51,82,743.11
31,28,603.75
51,52,646.76
78,116,2247.41
52,1,417.59999999999997
297,1,3.75
176,13,323.0
46,1,464.9
28,190,2213.13
10,236,1291.91
86,355,7180.7
4,444,6680.11
37,42,836.06
17,69,1515.9
44,95,623.93
30,25,1764.72
372,9,207.5
57,34,223.92000000000002
371,2,2002.4
113,165,1475.43
214,13,239.4
318,7,106.83000000000001
64,22,369.34000000000003
7,42,789.79
96,13,316.62
19,63,1207.24
198,23,611.85
3,700,2790.9500000000003
293,1,34.0
272,34,1145.6
30,221,5575.56
47,54,478.09000000000003
259,38,361.54
57,140,757.1
32,254,2242.61
56,26,171.59
67,48,661.52
9,157,1691.51
59,71,371.54
79,48,222.62
73,16,245.94
1,331,10611.720000000001
99,59,422.24
371,17,311.25
9,183,2267.9500000000003
19,3,107.6
122,148,594.39
7,5,80.8
3,93,1545.6200000000001
28,314,1705.78
281,12,110.38000000000001
56,16,243.84
0,278,1196.5
364,66,414.88
88,18,305.62
10,156,1162.65
162,75,1594.23
64,24,332.3
22,60,536.99
173,98,460.59
102,93,762.16
142,67,1121.59
98,23,288.42
22,149,914.69
191,15,309.54
4,28,547.07
360,15,479.35
7,426,1652.18
13,319,6416.7
102,28,417.06
2,86,1604.75
10,188,3349.57
95,26,497.61
226,38,358.38
15,26,460.64
38,28,775.1800000000001
50,22,341.7
92,8,128.5
156,11,197.22
38,23,325.91
183,12,199.15
0,47,1106.53
227,24,413.46
127,10,180.85
39,11,251.87
30,165,3170.98
196,25,588.85
8,266,16594.35
36,116,1869.82
100,63,1264.19
42,378,10196.57
49,11,214.32
42,12,193.44
52,14,281.42
186,8,124.57
333,19,332.41
3,20,342.45
9,9,144.91000000000003
23,19,328.4
14,2,35.400000000000006
368,10,375.69000000000005
144,52,747.81
59,6,173.76
30,26,502.8
140,11,207.73999999999998
22,127,817.12
21,137,2812.34
76,7,680.02
4,279,7123.62
66,112,2095.53
11,156,846.62
83,3,13.3
30,174,1491.43
66,1,432.0
66,39,705.12
186,37,272.48
37,26,429.84000000000003
14,96,450.41
34,36,192.32999999999998
194,135,1578.67
1,186,742.43
0,97,518.19
366,45,145.93
64,62,202.27
298,37,289.78
25,157,501.03
7,123,1271.06
16,79,887.11
115,44,1706.88
28,56,363.2
3,665,3653.75
4,199,3037.6
81,86,559.59
28,140,928.76
71,18,379.14
3,545,1508.96
28,100,2555.58
289,8,113.44
35,30,183.76
8,57,621.6800000000001
23,136,562.41
276,9,391.52
49,128,1068.82
155,326,2592.25
60,55,154.18
11,626,7069.08
20,81,829.89
370,14,230.25
115,6,543.05
79,204,2814.7
3,77,1295.39
25,53,378.89
4,886,4554.87
52,48,150.23000000000002
0,44,563.23
54,61,931.03
25,56,261.9
8,235,2711.6800000000003
51,305,3049.88
12,277,1904.99
211,33,816.73
21,249,4345.5
235,21,406.48
138,19,435.02
3,60,1286.27
56,42,1178.56
134,86,1277.75
108,16,167.61
29,1,20.8
0,54,2085.08
184,25,518.67
17,16,308.74
238,16,416.64
86,7,117.35000000000001
38,101,507.05
115,14,234.17
186,7,110.55000000000001
226,26,201.19
7,28,2154.97
188,21,319.02
3,31,439.43
38,42,650.41
37,41,357.21
266,2,251.51999999999998
77,39,344.33
3,89,1852.0
254,81,1028.46
60,22,384.06
12,143,1905.87
87,400,4459.52
16,120,5464.12
29,3,1873.2
2,128,1616.8
4,7,126.12
6,12,1133.25
218,1,179.0
10,93,1614.31
29,37,1456.96
287,12,702.0
149,4,295.0
22,23,484.82
0,169,3989.57
85,49,1493.73
45,43,1312.1399999999999
4,44,781.78
50,52,889.9300000000001
17,11,195.36
29,15,270.9
7,72,583.4300000000001
28,214,1838.6100000000001
2,252,8694.26
40,16,920.1
10,228,1258.08
30,7,71.0
44,3,95.85
60,9,357.77
184,4,154.82999999999998
78,148,877.5600000000001
110,2,716.0
63,11,146.87
11,22,380.35
85,28,1030.14
15,30,745.52
245,28,433.53000000000003
87,75,1267.32
29,22,112.4
137,15,449.73
26,69,1071.49
2,97,1036.58
31,102,1735.18
24,6,948.48
112,22,339.44
156,22,642.02
84,65,1100.9
117,43,925.35
2,317,5655.03
95,308,3185.64
193,42,240.89000000000001
27,83,399.09
130,13,498.48
27,83,1356.33
81,62,1179.89
29,514,3080.39
265,5,234.24
73,99,5232.2300000000005
313,69,533.33
20,78,1461.14
58,61,855.45
11,296,4552.14
27,143,2709.7000000000003
113,62,304.24
27,140,2429.03
17,174,1446.09
17,77,834.12
35,25,841.0799999999999
35,28,378.2
77,2,118.80000000000001
21,8,287.62
24,63,288.91
32,81,2003.85
108,52,1405.78
34,149,2747.9900000000002
122,186,1562.4
6,96,2050.08
27,115,1991.01
3,61,1974.65
2,195,3827.76
49,124,1774.03
321,14,302.0
22,74,1324.16
14,48,1022.13
1,211,954.42
17,65,971.74
9,42,1621.73
261,1,25.5
158,90,665.78
32,416,10797.48
28,116,881.29
164,12,163.29999999999998
46,29,231.61
5,123,801.12
7,39,837.5
287,9,116.19999999999999
317,10,157.02
2,35,606.91
232,18,307.46
118,7,138.32
161,9,345.29999999999995
184,31,294.24
49,35,230.5
151,248,989.45
334,14,157.09
4,134,2463.17
15,27,4892.240000000001
106,23,413.2
15,52,1139.73
275,24,380.5
15,477,10650.77
246,18,454.12
238,15,579.0
0,48,984.57
105,35,749.78
22,81,1714.59
51,9,124.88
194,14,1689.5
23,14,213.78
74,23,329.34
17,20,251.70000000000002
7,13,319.0
31,67,1266.97
21,101,1538.88
30,229,3518.03
28,104,1715.46
21,5,293.1
32,144,2467.35
283,10,158.68
38,12,206.34
57,54,835.78
288,16,224.91
78,15,317.76
4,86,3766.6
217,4,59.9
43,63,1443.69
201,15,306.13
177,80,711.79
55,125,783.97
56,23,239.92000000000002
7,73,3347.31
46,2,144.0
226,10,203.95
10,84,2474.23
105,60,383.75
58,19,444.74
27,236,2093.68
35,32,1699.3000000000002
273,29,262.62
29,29,1013.01
23,96,692.22
53,38,289.78
35,148,3560.08
174,57,1564.56
53,13,384.08
52,7,204.24
26,211,2317.2200000000003
252,4,226.85
39,157,2781.23
59,101,1059.1200000000001
233,9,113.5
3,271,1951.97
31,25,114.23
23,467,3187.55
6,62,334.48
64,27,328.65
309,48,416.89
308,21,393.49
18,47,939.32
15,208,1906.09
95,47,318.76
263,69,3638.41
11,531,3124.72
2,35,417.77
34,25,190.88
182,14,149.89000000000001
24,29,550.06
12,105,916.13
10,19,314.69
2,555,3719.1
312,15,382.5
107,40,1135.04
0,387,8540.05
52,31,954.9
204,9,171.45
14,54,280.09000000000003
119,69,318.65
3,56,381.97
362,37,269.83
116,86,348.91
17,18,178.26
4,111,271.19
40,74,291.48
106,16,240.0
147,116,581.23
51,12,1253.3600000000001
207,23,63.440000000000005
138,122,550.01
1,73,296.58
126,37,317.2
107,6,763.64
41,114,2148.63
34,25,107.82
227,69,1065.3500000000001
240,15,246.04
57,9,187.82999999999998
129,89,1685.46
59,291,1647.48
21,44,151.37
25,122,1049.06
8,140,1417.63
31,104,931.02
3,96,513.01
307,1,550.8000000000001
7,132,1854.06
28,68,547.0
16,49,128.18
100,30,498.42
11,55,656.61
20,59,163.24
14,79,1135.63
360,53,250.04
10,66,8631.31
94,12,82.75
77,55,1384.85
138,14,644.3
30,24,2328.84
24,131,2527.92
1,471,6281.23
45,9,2600.34
99,73,1200.6200000000001
7,99,657.16
14,195,906.52
17,49,986.48
279,6,96.8
13,33,523.11
22,6,363.9
123,1,175.2
85,28,494.25
301,11,307.02
150,521,1981.06
16,721,6493.54
93,9,243.36
29,407,12353.29
156,157,682.29
354,17,193.64
45,31,157.62
14,83,519.6899999999999
3,483,2622.88
85,1,228.96
14,213,1156.6
178,8,98.25
7,70,1281.32
35,27,587.15
128,8,1740.0
50,16,1393.06
311,19,178.22
23,44,384.39
302,58,360.81
10,15,127.86
16,125,568.24
48,29,488.2
238,35,312.23
0,406,4462.68
12,465,4767.36
237,33,167.55
22,107,1878.87
72,33,446.18
16,86,418.4
40,251,1337.18
39,57,646.92
218,28,495.77
198,69,400.1
70,24,203.2
23,404,4058.32
10,78,389.71999999999997
8,109,20275.61
64,2,65.4
3,49,193.39000000000001
18,15,336.4
14,45,256.11
7,28,2686.42
19,76,746.81
77,15,1259.56
0,213,31833.68
163,3,508.8
306,56,417.27
218,4,203.86999999999998
38,27,7330.8
21,89,681.41
114,38,653.38
125,206,2097.84
4,59,2633.85
35,32,263.92
3,198,31906.82
0,82,1031.41
332,111,2184.42
162,2,32.65
184,13,771.85
15,64,1214.72
11,41,778.94
2,66,1258.06
43,6,778.0
79,14,507.84
29,269,6893.42
41,30,463.46000000000004
10,206,4226.57
49,30,598.83
15,117,1979.37
45,26,698.41
18,43,759.17
7,271,5037.26
71,2,100.8
0,328,17256.85
127,39,524.9200000000001
32,14,265.76
312,43,403.3
17,48,365.76
87,54,303.15999999999997
1,134,2373.82
1,9,216.29999999999998
253,17,388.45000000000005
156,5,186.42000000000002
36,135,2248.56
219,1,534.24
147,135,2940.04
176,9,120.9
39,36,541.53
1,276,2519.21
7,336,194390.79
0,100,1721.4
17,19,486.71999999999997
191,61,517.53
203,8,131.7
364,17,249.86
126,19,1737.7
14,54,316.5
42,111,657.3
93,29,622.4300000000001
22,106,735.82
59,27,675.69
15,208,1875.86
157,9,289.96000000000004
9,41,763.28
9,5,137.0
15,88,1870.97
44,78,1125.07
190,174,697.54
78,14,194.37
77,29,511.82
3,82,1255.59
64,21,414.04
260,24,396.87
58,29,376.64
0,76,2092.32
0,109,3558.87
247,12,374.57
7,27,497.56
358,10,271.05
75,17,272.22
289,40,622.88
16,5,1138.0
220,18,288.6
8,28,689.1
2,38,558.96
205,127,2997.0299999999997
161,52,1145.84
75,14,302.2
261,88,605.58
280,22,387.31
57,364,6083.64
24,20,308.48
2,963,91062.38
28,105,2924.9900000000002
71,6,513.2
127,40,208.65
30,87,639.02
14,135,764.88
308,11,153.94
16,82,1844.02
53,30,546.81
29,45,723.2099999999999
1,73,1070.71
10,33,652.74
360,6,145.0
359,9,422.70000000000005
4,19,1195.8999999999999
53,47,939.37
0,253,3628.5
0,390,2367.12
189,14,296.7
53,9,223.36
279,13,164.4
176,3,76.5
29,74,887.67
25,9,98.42
24,25,578.9
269,25,170.75
42,141,642.32
233,5,103.3
23,6,148.86
196,42,267.16
358,39,290.34
59,49,930.41
129,2,1487.6
0,88,1952.45
19,105,480.31
205,6,157.9
13,34,541.46
94,26,854.95
18,45,165.12
13,63,1122.38
23,49,454.01
7,142,869.77
6,165,4331.48
331,29,344.14
49,271,1425.67
70,12,226.75000000000003
28,25,380.6
242,8,185.65
7,402,3564.83
217,5,143.45999999999998
4,50,448.90000000000003
252,45,215.72
0,439,11025.24
235,29,175.27
6,35,1242.3
108,208,1116.68
99,23,1240.2
59,253,2404.17
1,196,1468.02
72,157,2203.67
3,212,3923.86
84,50,993.18
11,82,386.69
22,265,2806.69
213,55,2044.3700000000001
17,13,161.67000000000002
238,9,116.00999999999999
1,551,5054.42
77,11,394.72
216,63,309.36
32,56,191.99
40,233,1105.78
6,567,3961.12
52,135,2048.45
22,306,4544.55
56,98,386.32
129,14,329.6
173,3,571.1999999999999
5,67,930.28
311,74,214.37
59,4,81.44
20,26,1379.9
32,33,527.0500000000001
14,50,843.48
17,306,2020.4
80,5,75.75
5,123,1814.12
169,26,503.59999999999997
1,39,528.33
30,70,1324.84
35,296,2358.59
18,20,285.56
30,35,547.0600000000001
275,7,108.5
86,5,621.66
119,40,712.29
372,8,101.55
0,157,2895.64
218,51,1008.39
64,7,133.06
60,91,1797.5
137,52,868.49
20,8,166.08
11,232,3945.0
24,259,4867.72
36,44,1207.56
276,22,117.55
10,91,2638.94
72,82,1674.69
25,19,595.42
16,158,2999.46
140,38,178.75
25,86,1802.91
18,43,604.64
3,18,728.16
65,116,2055.51
0,15,347.75
42,68,3406.7200000000003
227,11,205.7
15,53,1572.71
49,110,3178.17
1,218,1594.97
73,27,551.04
0,705,20374.28
3,77,1371.18
1,303,16345.38
263,16,298.11
52,30,1992.1100000000001
23,11,184.4
9,118,2474.33
43,15,239.41
16,127,3155.83
6,286,5739.46
29,252,4726.8
357,19,290.40000000000003
126,46,740.9399999999999
136,16,200.47
141,15,283.12
131,35,765.34
37,115,2285.71
235,19,338.95
260,8,154.95
16,142,2534.64
252,24,417.95
29,74,1824.37
34,55,798.74
168,31,885.19
2,103,1823.52
3,382,10504.49
184,5,152.4
187,34,263.33
169,7,137.45
10,23,385.1
44,29,522.91
320,10,153.0
200,1,326.4
22,245,5655.99
231,6,139.35
37,274,5396.04
25,50,1195.94
95,115,2424.04
126,10,3276.4000000000005
70,40,1033.0
15,192,3439.08
14,66,1060.25
3,165,2876.01
2,218,5298.4800000000005
78,67,1240.11
372,18,303.97
38,35,692.19
53,43,700.63
1,690,13110.02
8,25,377.44
8,10,168.24
18,97,1879.05
11,47,2791.35
112,15,355.11
3,136,2322.4
239,6,110.25
112,1,71.4
177,35,674.52
4,184,1710.45
358,1,80.64
0,89,1664.65
0,740,5593.39
18,404,3408.2000000000003
16,90,819.96
21,25,287.59
32,19,712.78
262,1,15.0
50,71,772.55
158,56,367.63
14,21,271.2
7,98,2081.9
12,304,3957.43
198,38,1143.27
56,54,245.81
10,50,173.45
96,153,1213.73
254,3,56.4
24,190,647.56
20,81,650.32
158,12,188.02
71,67,283.47
52,13,131.94
84,68,266.85
152,128,1817.54
73,5,1117.9
280,14,225.9
26,189,1964.3
29,10,106.1
24,52,300.34
179,45,342.83
39,81,690.0
21,111,780.43
21,404,3039.17
36,103,1187.21
81,140,1285.04
73,10,512.31
10,43,546.04
15,61,5411.91
3,828,7761.82
12,133,699.81
13,348,1698.07
36,17,36.56
3,33,387.68
71,48,3704.87
50,13,298.4
4,215,1987.33
22,67,1820.09
298,30,889.24
1,23,398.7
32,2,35.400000000000006
49,61,155.37
2,59,342.24
46,24,110.21000000000001
41,162,1541.23
26,117,2720.8
41,52,318.15
1,7676,40519.84
302,37,205.48
106,5,51.559999999999995
84,1,2033.1
80,51,901.1999999999999
217,26,605.8000000000001
371,297,5391.21
11,24,114.34
184,15,311.26
372,17,208.97
1,15,1418.03
3,54,26879.04
5,197,5140.66
304,23,141.92000000000002
368,52,226.45000000000002
2,219,2097.88
323,11,330.9
58,148,3160.0
12,90,554.85
30,370,10526.32
142,9,329.65
29,68,1157.8700000000001
106,40,428.18
1,270,1865.89
204,10,155.9
79,43,1848.96
184,46,683.46
169,12,237.61
43,26,379.45
173,6,178.51999999999998
364,26,458.92
303,8,133.35000000000002
2,142,664.34
3,113,695.0699999999999
11,53,156.34
31,102,869.28
128,10,111.35
20,65,716.0
211,20,201.37
322,91,586.89
161,34,203.85999999999999
55,28,244.1
224,15,107.21
71,192,1118.96
43,15,95.45
22,2,256.32
172,108,541.8100000000001
84,28,152.06
158,31,154.55
189,6,112.19999999999999
28,19,110.38
20,34,181.07
70,33,798.99
246,12,72.9
373,54,232.03
8,39,366.23
309,37,310.06
58,58,408.65
3,75,329.36
44,92,335.03
87,23,1304.04
3,665,4119.5
63,142,820.23
281,1,207.50000000000003
11,31,2962.5
372,1,244.08
132,21,397.29
44,23,212.54
10,5,843.0
35,39,1740.48
133,65,408.36
28,90,1331.57
51,21,704.25
137,29,145.79
4,72,380.13
8,43,4301.22
159,12,99.14
48,18,4020.04
130,2,304.56
7,2,77.50000000000001
232,20,149.57999999999998
36,9,176.68
146,1,358.56000000000006
0,70,58510.48
71,71,482.2
39,20,1008.5400000000001
4,477,2314.13
198,19,557.3
248,1,12.75
65,31,111.68
116,7,508.4599999999999
170,26,73.78
20,249,1296.44
141,34,102.41
31,98,463.21
37,325,2599.19
37,68,1098.43
371,42,112.27
373,81,265.1
165,14,228.2
210,29,562.79
241,30,135.19
51,15,337.04
24,165,703.99
14,293,4483.26
371,57,321.79
28,21,288.14
364,12,300.91999999999996
35,138,732.41
165,30,811.45
144,48,152.68
21,21,631.35
55,1,20.8
184,13,198.57
11,38,201.12
236,29,630.84
224,5,93.35
121,79,674.89
281,2,76.1
73,164,1962.46
36,91,380.39
11,57,415.13
361,37,157.92
3,53,226.47
22,22,444.68
69,30,2116.19
234,31,247.39
256,14,174.8
372,28,102.78999999999999
154,31,187.29
27,30,162.22
3,46,120.03
31,122,1477.66
80,3,523.0
107,29,122.14
51,5,38.45
35,164,612.72
152,21,389.78
98,21,115.31
3,9,230.64999999999998
333,5,73.5
64,33,93.82000000000001
21,110,418.68
35,49,713.89
31,94,403.12
153,19,70.02
18,19,357.20000000000005
11,458,4097.37
53,7,165.04999999999998
24,115,529.29
3,127,2088.6
44,43,178.34
202,7,172.29000000000002
358,5,74.4
70,20,300.02
6,358,6761.34
287,19,363.65
9,3,170.16
22,18,306.46
21,46,2119.41
172,27,720.52
132,7,814.0
5,137,2392.83
74,10,318.0
39,37,396.33
288,1,101.69999999999999
25,457,2009.24
257,25,453.0
185,18,247.44
113,72,3859.82
373,13,489.6
22,142,2611.75
7,223,2584.41
216,29,336.13
44,123,3613.15
18,2,1231.5
35,17,343.45
25,70,680.84
15,1,90.47999999999999
329,29,689.95
273,7,101.34
97,2,4055.7199999999993
60,37,166.03
1,89,9068.26
92,36,2106.52
81,70,3017.3
312,21,580.0500000000001
11,196,849.06
7,106,2662.4
126,19,168.31
10,40,222.4
0,431,259657.3
36,38,754.64
37,18,113.48000000000002
329,37,421.9
253,17,271.0
1,441,8004.92
19,37,198.8
11,26,352.69
368,1,76.32000000000001
289,28,220.1
67,371,1403.1100000000001
25,72,315.65
10,1263,5625.08
367,29,180.7
213,17,111.15
148,31,653.3
7,357,1793.06
23,34,574.4399999999999
29,192,1131.75
60,52,200.92000000000002
18,46,347.08
242,14,112.55000000000001
14,70,1059.39
211,1,931.4999999999999
28,20,681.9100000000001
62,38,784.33
294,8,152.65
17,159,8438.34
156,15,1019.52
116,61,1000.16
7,43,2888.75
12,221,2861.55
140,10,160.35000000000002
45,7,179.33999999999997
50,16,612.0799999999999
31,37,566.58
134,38,653.35
2,21,399.19
74,25,371.62
12,122,675.64
8,34,453.4
300,23,530.15
56,39,638.0600000000001
14,80,1618.69
36,24,399.65000000000003
176,10,302.46000000000004
22,37,1384.8600000000001
175,130,1160.04
60,9,202.65
32,38,980.31
58,54,1231.31
14,189,7561.68
86,31,2106.84
6,1,104.0
357,30,476.35
30,73,1340.8700000000001
128,97,1590.81
8,90,1793.17
4,119,1843.75
23,41,366.85
226,37,632.07
14,1,49.8
248,17,304.25
14,71,2001.04
77,68,1090.24
191,15,284.46000000000004
261,7,207.79999999999998
71,45,957.97
164,16,243.76
81,7,973.8399999999999
94,139,686.63
3,159,5425.56
105,30,150.35
199,68,1396.99
156,19,160.42000000000002
70,192,1975.35
35,32,517.36
28,8,139.10000000000002
1,134,2621.38
25,42,600.07
325,34,216.07
236,15,232.48000000000002
88,13,299.34000000000003
30,26,481.75
28,31,621.75
210,20,641.92
2,114,2069.77
226,2,305.28000000000003
21,64,1041.61
92,19,443.0
4,272,6484.54
263,10,158.95000000000002
2,269,5504.96
43,242,5228.05
217,5,93.75
56,30,779.9
11,164,7276.900000000001
8,86,2810.2000000000003
191,123,2071.77
81,37,592.97
325,1,440.0
71,104,1796.48
29,49,882.24
2,61,987.1
218,88,1561.6100000000001
45,6,422.58
9,104,2073.09
71,78,2232.4900000000002
6,175,2567.06
23,4,596.1
122,47,804.02
16,8,95.34
309,21,349.27
86,16,4314.72
50,94,518.27
88,6,103.3
38,118,2337.63
24,42,2338.6000000000004
172,133,2628.35
42,21,324.24
139,13,149.48
25,61,1213.1599999999999
71,46,801.51
133,1,25.5
365,7,168.6
37,11,283.15
2,166,3078.58
1,3,204.0
29,11,175.92
43,14,335.86
57,8,110.38
73,9,173.9
277,10,180.60000000000002
180,7,80.82
7,12,178.05
3,721,2045.53
42,70,1837.28
